epoch,train_loss,val_loss,val_accuracy
58,0.7507952915827433,0.5570750387888106,0.034
59,0.7016622451146444,0.5258490211433835,0.037
60,0.65016104276975,0.44338247889564153,0.0535
61,0.6106294476985932,0.399595431392155,0.074
62,0.5656580119927724,0.36133771259633324,0.091
63,0.5249916198253631,0.3503556362693272,0.1
64,0.48748246479034424,0.2881876722214714,0.128
65,0.45390442260106406,0.2729913178417418,0.1345
66,0.4174269635677338,0.2516333782483661,0.16
67,0.38708570011456805,0.2127009475278476,0.214
68,0.3619355249007543,0.19165674738940738,0.2245
69,0.33217041087150573,0.17330177826067758,0.2615
70,0.3072058691183726,0.15121386732373918,0.279
71,0.28796355378627775,0.1416041791912109,0.298
72,0.2700596214135488,0.12491306449685778,0.329
73,0.2521272349357605,0.1275706005001825,0.339
74,0.22993594616651536,0.09757481722368135,0.395
75,0.21871719179550805,0.09259458347445443,0.4
76,0.19913877928256987,0.07920752773209223,0.444
77,0.18582667406400044,0.07155411453947189,0.465
78,0.1718762129743894,0.060105880456311364,0.4905
79,0.16166629908482233,0.055805209284973525,0.529
80,0.15180309521158536,0.05085503611536253,0.5665
81,0.14204461274544397,0.043301244000239034,0.578
82,0.1317929206887881,0.04636374662911135,0.5635
83,0.12339326712489128,0.03618581709821546,0.6155
84,0.11598980645338694,0.03459263875311802,0.636
85,0.11119957080483436,0.031724261681711864,0.646
86,0.10372345458467802,0.02808289878839065,0.6795
87,0.09826281509796779,0.025640322368532892,0.69
88,0.0906222930153211,0.022337000536185408,0.716
89,0.08584552809099356,0.0220978042657768,0.705
90,0.08315494303405285,0.01856728872313859,0.736
91,0.07661322022974491,0.01678244567047509,0.753
92,0.07307311860223611,0.01708559129416706,0.737
93,0.068521885390083,0.015638727916493303,0.762
94,0.0655109805415074,0.012884489260613918,0.7875
95,0.061679152796665825,0.012746159763385853,0.787
96,0.05872639470299085,0.012425948296570115,0.795
97,0.05793914469828208,0.011347723433688756,0.7935
98,0.05393102010339498,0.009640756643392027,0.8275
99,0.05189804332206647,0.010826998770916982,0.803
100,0.04942189727971951,0.00887777063522547,0.81
101,0.047356205778817335,0.008793620821384211,0.8305
102,0.046626010497411094,0.008535020958839191,0.818
103,0.04310878059764703,0.0077708294145792485,0.831
104,0.04171269719923536,0.0073156292524395716,0.837
105,0.040810325818757216,0.007172132916157208,0.84
106,0.04011833094929655,0.007333282165096274,0.832
107,0.03863335024813811,0.005843339894439966,0.8515
108,0.03578994368885954,0.005987498591402693,0.848
109,0.034723178418974085,0.0056218865164925184,0.854
110,0.03559468378126621,0.005629359576333728,0.8405
111,0.032362885306278864,0.005141838802956045,0.8605
112,0.03212864034002026,0.004569577106777283,0.8755
113,0.030567907974123953,0.004513812636668306,0.8625
114,0.029645511899143457,0.004552133631752065,0.8535
115,0.0285727842412889,0.004180965424027471,0.864
116,0.028581431188931066,0.003918792500848039,0.875
117,0.02732805434241891,0.003817301898610793,0.8645
118,0.02583036590491732,0.0038218425313336036,0.877
119,0.025218062960853178,0.003431502863624325,0.881
120,0.024907707223668696,0.0032725625131870546,0.884
121,0.024566366656372945,0.0035591907401953545,0.8675
122,0.023727108534425497,0.0031195437163299335,0.881
123,0.023041633925090232,0.003074886023236941,0.8775
124,0.021817798795178533,0.0030235600073836625,0.883
125,0.02219752715031306,0.0026434420123844157,0.8835
126,0.02110820965344707,0.002749043215613162,0.885
127,0.021341099489480257,0.00265085255765977,0.8875
128,0.02057865804992616,0.002320754854562914,0.8895
129,0.019801012870545188,0.0024134463123378475,0.881
130,0.02023999365605414,0.0026561812264844775,0.88
131,0.019056765302394828,0.0023359282409757495,0.8825
132,0.018573146937415005,0.002238324073712445,0.893
133,0.018690025582288702,0.002365649807163411,0.8795
134,0.018353085617845256,0.0022363000593724706,0.9035
135,0.01750419373686115,0.0020740082520263508,0.886
136,0.01728373493378361,0.0019341613420577246,0.897
137,0.01669165846022467,0.0018715287359165294,0.8955
138,0.016644978508353232,0.0017284288180581782,0.896
139,0.01604488725277285,0.0019537547405990255,0.8985
140,0.015911199752862256,0.001853017507643912,0.9015
141,0.015263066443925102,0.0016485242489984052,0.9025
142,0.015720395943149924,0.0016164974284557892,0.8985
143,0.01517839638888836,0.001639168378056234,0.8905
144,0.014706074096572895,0.001586944746714647,0.901
145,0.014093788641194503,0.001616151297986064,0.895
146,0.014765241754551729,0.001544120532806061,0.886
147,0.014066159476215642,0.0014776215301401587,0.8945
148,0.013906319457416733,0.0014150805181420837,0.891
149,0.013841054456618925,0.0014007826167572704,0.9025
150,0.013582171414978802,0.0014962333508366202,0.8945
151,0.01326355920607845,0.0014632200791744427,0.891
152,0.012666210094466805,0.001503563620356126,0.8935
153,0.012760017580352724,0.0013531593595250762,0.8925
154,0.012860290452527503,0.0013311936862818482,0.894
155,0.012401812311572334,0.001214304982452646,0.907
156,0.012528763524877529,0.0012367432209430262,0.897
157,0.012058844067466755,0.001219250062907425,0.8995
158,0.011628495633912583,0.0011417190088116238,0.889
159,0.011603627539550264,0.0012307567154667119,0.893
160,0.011181813805364073,0.0011441298574070623,0.8975
161,0.010791678469007214,0.0010631950663371264,0.901
162,0.011129562635285159,0.0011465223148069714,0.891
163,0.010698509566175442,0.0011369663267350194,0.8905
164,0.011095233359994988,0.001099290746164375,0.8975
165,0.010516877017604807,0.0011407471142269464,0.888
166,0.010422855394271513,0.0011383441916901604,0.8835
167,0.009905176752402137,0.0009328886265552322,0.902
168,0.010326314470730721,0.0009970378224453372,0.8915
169,0.010341844038882603,0.0009361748061131774,0.8965
170,0.009979064873109261,0.0010095140566432198,0.893
171,0.009819725406666596,0.0008984391896529049,0.8945
172,0.009872541381977499,0.0009295167980044859,0.8935
173,0.009263117579743267,0.0009123281974646647,0.9
174,0.00971596358033518,0.0008851840343956451,0.894
175,0.009098615602590144,0.0008924888381789927,0.8985
176,0.009455379999553164,0.0007978255704247637,0.8955
177,0.009141259091440588,0.0009260566828685576,0.888
178,0.009177687851091226,0.0008581225912267757,0.894
179,0.008866042441766088,0.000818660975796991,0.889
180,0.008453116712005188,0.0008187456471551698,0.8945
181,0.008877059023361653,0.0009053184435793406,0.8965
182,0.008464471586824705,0.0008833458514778787,0.8875
183,0.008290037560587127,0.0008025847864845428,0.8875
184,0.00844963492701451,0.0007717025459102828,0.8905
185,0.008270324434464177,0.000729632997501453,0.89
186,0.0077811649826665715,0.0007951195810395773,0.893
187,0.007962752380408347,0.0007200374433494521,0.8945
188,0.007888479407255847,0.0007632556483994925,0.8935
189,0.007516905426358183,0.000735410372206908,0.8915
190,0.00771727022761479,0.0007098016126075804,0.8925
191,0.00773895186992983,0.0007284233897013427,0.8895
192,0.007302934412999699,0.0006944239374581865,0.8875
193,0.0075361510529958955,0.0007522242227596941,0.8885
194,0.007213003010489046,0.0007856801106725701,0.89
195,0.007587918373600891,0.0006895994736710453,0.884
196,0.007428202991994719,0.0006901708135652976,0.894
197,0.0069874332741213345,0.0006669778667278551,0.8945
198,0.007052456345874816,0.0006858700860845154,0.9025
199,0.006676906635674338,0.000631584733618804,0.8935
200,0.0069913783597294245,0.0006878120363422019,0.8855
